,district_name,grades_inperson_model,grades_hybrid_model,grades_remote_model,predominant_model,organization_type,reporting_period,update_date,alliance_district,remote,remote_num,hybrid_num,inperson_num,R,H,I,predom,city
1159,Brookfield School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Brookfield, CT"
1160,Brooklyn School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Brooklyn, CT"
1162,Canaan School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Canaan, CT"
1163,Canterbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Canterbury, CT"
1164,Canton School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Canton, CT"
1166,Chaplin School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Chaplin, CT"
1167,Cheshire School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,1,10,0.0,0.0,3.0,3.0,"Cheshire, CT"
1169,Chester School District,N/A,N/A,"K, g1, g2, g3, g4, g5, g6",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,7,1,1,1.0,0.0,0.0,1.0,"Chester, CT"
1170,Clinton School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Clinton, CT"
1171,Colchester School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Colchester, CT"
1172,Colebrook School District,"g1, g2, g3, g4",N/A,"K, g5, g6",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,3,1,4,0.0,0.0,3.0,3.0,"Colebrook, CT"
1173,Columbia School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Columbia, CT"
1174,Cornwall School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Cornwall, CT"
1175,Coventry School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Coventry, CT"
1176,Cromwell School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Cromwell, CT"
1178,Danbury School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Danbury, CT"
1179,Darien School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Darien, CT"
1180,Deep River School District,N/A,N/A,"K, g1, g2, g3, g4, g5, g6",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,7,1,1,1.0,0.0,0.0,1.0,"Deep River, CT"
1182,Derby School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"Derby, CT"
1184,Eastford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Eastford, CT"
1185,East Granby School District,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,13,0.0,0.0,3.0,3.0,"East Granby, CT"
1186,East Haddam School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"East Haddam, CT"
1187,East Hampton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"East Hampton, CT"
1188,East Hartford School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,1,14,1,1,1.0,0.0,0.0,1.0,"East Hartford, CT"
1190,East Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"East Haven, CT"
1192,East Lyme School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"East Lyme, CT"
1195,Easton School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Easton, CT"
1197,East Windsor School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"East Windsor, CT"
1198,Ellington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Ellington, CT"
1199,Enfield School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Enfield, CT"
1201,Essex School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,8,1,1,1.0,0.0,0.0,1.0,"Essex, CT"
1202,Fairfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Fairfield, CT"
1204,Farmington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Farmington, CT"
1205,Franklin School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Franklin, CT"
1207,Glastonbury School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8","g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,3,7,0.0,0.0,3.0,3.0,"Glastonbury, CT"
1208,Granby School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,1,10,0.0,0.0,3.0,3.0,"Granby, CT"
1209,Greenwich School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Greenwich, CT"
1211,Griswold School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Griswold, CT"
1212,Groton School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Groton, CT"
1213,Guilford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Guilford, CT"
1214,Hamden School District,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,1,13,1,1,1.0,0.0,0.0,1.0,"Hamden, CT"
1218,Hampton School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Hampton, CT"
1219,Hartford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,0,1,14,1,0.0,2.0,0.0,2.0,"Hartford, CT"
1226,Hartland School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Hartland, CT"
1227,Hebron School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Hebron, CT"
1229,Kent School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Kent, CT"
1230,Killingly School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,1,14,1,1,1.0,0.0,0.0,1.0,"Killingly, CT"
1233,Lebanon School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Lebanon, CT"
1234,Ledyard School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Ledyard, CT"
1235,Lisbon School District,N/A,"PK, K, g1, g2, g3, g4","g5, g6, g7, g8",Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,6,1,0.0,2.0,0.0,2.0,"Lisbon, CT"
1236,Litchfield School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Litchfield, CT"
1239,Madison School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,1,10,0.0,0.0,3.0,3.0,"Madison, CT"
1241,Manchester School District,"PK, K, g1, g2, g3, g4","g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,0,1,8,6,0.0,2.0,0.0,2.0,"Manchester, CT"
1245,Mansfield School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,3,7,0.0,0.0,3.0,3.0,"Mansfield, CT"
1248,Marlborough School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Marlborough, CT"
1249,Meriden School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,0,1,4,10,0.0,0.0,3.0,3.0,"Meriden, CT"
1251,Middletown School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6","g7, g8, g9, g10, g11, g12",Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,0,6,8,1,0.0,2.0,0.0,2.0,"Middletown, CT"
1252,Milford School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Milford, CT"
1258,Monroe School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Monroe, CT"
1259,Montville School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Montville, CT"
1261,Naugatuck School District,"PK, K, g1, g2, g3, g4, g5, g6","g7, g8","g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,0,4,2,8,0.0,0.0,3.0,3.0,"Naugatuck, CT"
1263,New Britain School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,1,14,1,1,1.0,0.0,0.0,1.0,"New Britain, CT"
1268,New Canaan School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"New Canaan, CT"
1269,New Fairfield School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"New Fairfield, CT"
1270,New Hartford School District,"K, g1, g2, g3, g4, g5, g6",N/A,PK,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"New Hartford, CT"
1272,New Haven School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,1,14,1,1,1.0,0.0,0.0,1.0,"New Haven, CT"
1275,Newington School District,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,13,1,1,1.0,0.0,0.0,1.0,"Newington, CT"
1276,New London School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,1,14,1,1,1.0,0.0,0.0,1.0,"New London, CT"
1279,New Milford School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"New Milford, CT"
1280,Newtown School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Newtown, CT"
1281,Norfolk School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Norfolk, CT"
1282,North Branford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"North Branford, CT"
1283,North Canaan School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"North Canaan, CT"
1284,North Haven School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"North Haven, CT"
1286,North Stonington School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"North Stonington, CT"
1287,Norwalk School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,0,1,7,7,0.0,0.0,0.0,0.0,"Norwalk, CT"
1289,Norwich School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Opportunity,0,1,10,1,0.0,2.0,0.0,2.0,"Norwich, CT"
1291,Old Saybrook School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,1,10,0.0,0.0,3.0,3.0,"Old Saybrook, CT"
1293,Orange School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,8,1,1,1.0,0.0,0.0,1.0,"Orange, CT"
1296,Oxford School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Oxford, CT"
1297,Plainfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Plainfield, CT"
1298,Plainville School District,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,13,1,1,1.0,0.0,0.0,1.0,"Plainville, CT"
1302,Plymouth School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Plymouth, CT"
1303,Pomfret School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Pomfret, CT"
1304,Portland School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,14,1,1,1.0,0.0,0.0,1.0,"Portland, CT"
1306,Preston School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Preston, CT"
1307,Putnam School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Hybrid,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Putnam, CT"
1308,Redding School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Redding, CT"
1309,Ridgefield School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Ridgefield, CT"
1310,Rocky Hill School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",Most/All Grades Fully In-Person,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,0,4,1,10,0.0,0.0,3.0,3.0,"Rocky Hill, CT"
1311,Salem School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",Most/All Grades Fully Remote,Public School Districts,"November 30, 2020 - December 4, 2020",2020-12-09T00:00:00.000,,1,10,1,1,1.0,0.0,0.0,1.0,"Salem, CT"
